threshold,sens_mean,sens_sd,sens_lo,sens_hi,spec_mean,spec_sd,spec_lo,spec_hi
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.01,0.9331285818068398,0.045277766244635274,0.8333333333333334,1.0,0.4442408041433973,0.1604938226758237,0.14261904761904762,0.7692307692307693
0.02,0.7327585748712826,0.07914389703484791,0.5625,0.8750946969696969,0.633560900842365,0.1507808852493212,0.3333333333333333,0.9090909090909091
0.03,0.5979154840010398,0.0908651982183209,0.4074074074074074,0.7741935483870968,0.8183853873165021,0.11722239523148915,0.5555555555555556,1.0
0.04,0.49800538590949883,0.09371721230891011,0.3029545454545455,0.6786071428571429,0.8183853873165021,0.11722239523148915,0.5555555555555556,1.0
0.05,0.3987805467076157,0.09373751075701797,0.21410098522167487,0.5834051724137931,0.8183853873165021,0.11722239523148915,0.5555555555555556,1.0
0.06,0.3987805467076157,0.09373751075701797,0.21410098522167487,0.5834051724137931,0.8183853873165021,0.11722239523148915,0.5555555555555556,1.0
0.07,0.3987805467076157,0.09373751075701797,0.21410098522167487,0.5834051724137931,0.8183853873165021,0.11722239523148915,0.5555555555555556,1.0
0.08,0.3987805467076157,0.09373751075701797,0.21410098522167487,0.5834051724137931,0.8183853873165021,0.11722239523148915,0.5555555555555556,1.0
0.09,0.3987805467076157,0.09373751075701797,0.21410098522167487,0.5834051724137931,0.8183853873165021,0.11722239523148915,0.5555555555555556,1.0
0.1,0.3987805467076157,0.09373751075701797,0.21410098522167487,0.5834051724137931,0.906897465937055,0.09154534181944017,0.7,1.0
0.11,0.33394030204954905,0.08920447972632808,0.17227011494252875,0.5185555555555555,0.906897465937055,0.09154534181944017,0.7,1.0
0.12,0.33394030204954905,0.08920447972632808,0.17227011494252875,0.5185555555555555,0.906897465937055,0.09154534181944017,0.7,1.0
0.13,0.33394030204954905,0.08920447972632808,0.17227011494252875,0.5185555555555555,0.906897465937055,0.09154534181944017,0.7,1.0
0.14,0.3020152540807374,0.08690967052501715,0.14285714285714285,0.48278642936596217,0.906897465937055,0.09154534181944017,0.7,1.0
0.15,0.3020152540807374,0.08690967052501715,0.14285714285714285,0.48278642936596217,0.906897465937055,0.09154534181944017,0.7,1.0
