threshold,sens_mean,sens_sd,sens_lo,sens_hi,spec_mean,spec_sd,spec_lo,spec_hi
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.01,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.02,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.03,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.04,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.05,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.06,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.07,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.09,1.0,0.0,1.0,1.0,0.16533361150094628,0.16127463290537708,0.0,0.5
0.1,1.0,0.0,1.0,1.0,0.16533361150094628,0.16127463290537708,0.0,0.5
0.11,1.0,0.0,1.0,1.0,0.16533361150094628,0.16127463290537708,0.0,0.5
0.12,1.0,0.0,1.0,1.0,0.16533361150094628,0.16127463290537708,0.0,0.5
0.13,1.0,0.0,1.0,1.0,0.3307177097006754,0.20257195785494841,0.0,0.75
0.14,1.0,0.0,1.0,1.0,0.3307177097006754,0.20257195785494841,0.0,0.75
0.15,1.0,0.0,1.0,1.0,0.3307177097006754,0.20257195785494841,0.0,0.75
0.16,1.0,0.0,1.0,1.0,0.3307177097006754,0.20257195785494841,0.0,0.75
0.17,1.0,0.0,1.0,1.0,0.5061863904298776,0.22112434269608408,0.0,1.0
0.18,1.0,0.0,1.0,1.0,0.5061863904298776,0.22112434269608408,0.0,1.0
0.19,1.0,0.0,1.0,1.0,0.5061863904298776,0.22112434269608408,0.0,1.0
0.2,1.0,0.0,1.0,1.0,0.5061863904298776,0.22112434269608408,0.0,1.0
0.21,1.0,0.0,1.0,1.0,0.5061863904298776,0.22112434269608408,0.0,1.0
0.22,1.0,0.0,1.0,1.0,0.8336495752076909,0.16581378337750913,0.5,1.0
0.23,1.0,0.0,1.0,1.0,0.8336495752076909,0.16581378337750913,0.5,1.0
0.24,0.8988361305361303,0.0977060940468118,0.6666666666666666,1.0,0.8336495752076909,0.16581378337750913,0.5,1.0
