threshold,sens_mean,sens_sd,sens_lo,sens_hi,spec_mean,spec_sd,spec_lo,spec_hi
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.01,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.02,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.03,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.04,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.05,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.06,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.07,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1.0,0.0,1.0,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.09,1.0,0.0,1.0,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.1,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.11,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.12,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.13,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.14,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.15,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.16,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.17,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.18,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.19,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
0.2,0.8989400351282699,0.09954714688328758,0.6666666666666666,1.0,0.05543016065148141,0.05384347074209068,0.0,0.1875
